customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,Cuentas_Diarias
1016-djtsv,0.0,male,1,0,0,8,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.7,572.85,2.32
1017-fbqmm,0.0,female,0,1,1,62,1,yes,fiber optic,no,yes,no,yes,yes,yes,one year,1,credit card (automatic),106.05,6703.5,3.53
1020-jpqow,0.0,female,0,1,0,56,1,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,0,electronic check,90.55,5116.6,3.02
1022-rkxdr,0.0,female,0,0,0,41,1,yes,no,no,no,no,no,no,no,one year,1,mailed check,24.85,962.25,0.83
1023-bqxze,0.0,male,0,0,0,57,1,no,dsl,yes,no,yes,no,yes,yes,two year,1,bank transfer (automatic),74.35,4317.35,2.48
1024-guald,1.0,female,0,1,0,1,0,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,24.8,24.8,0.83
1024-kprbb,0.0,female,0,0,0,38,1,no,fiber optic,no,no,no,no,yes,yes,one year,1,mailed check,89.1,3342.0,2.97
1024-vrzhf,1.0,male,0,1,0,11,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.95,825.7,2.5
1025-falix,0.0,female,0,0,0,26,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,credit card (automatic),69.05,1815.65,2.3
1027-lkkqq,0.0,female,0,1,1,72,1,no,dsl,yes,no,yes,yes,yes,yes,two year,1,bank transfer (automatic),80.45,5886.85,2.68
1028-ffnjk,0.0,male,1,1,0,30,1,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,electronic check,101.5,2917.65,3.38
1029-qfben,1.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.55,19.55,0.65
1031-iideo,1.0,female,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.85,70.85,2.36
1032-maelw,0.0,female,0,1,1,68,1,yes,dsl,yes,yes,yes,yes,no,yes,one year,1,electronic check,78.45,5333.35,2.62
1035-ipqpu,0.0,female,1,1,0,63,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,103.5,6479.4,3.45
1036-gudcl,0.0,male,0,1,1,60,1,no,dsl,yes,yes,no,yes,yes,yes,month-to-month,1,credit card (automatic),79.05,4663.4,2.64
1038-rqost,0.0,male,0,1,1,19,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.6,414.95,0.69
1038-zagbi,1.0,female,0,1,1,12,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),19.8,229.6,0.66
1041-rxhra,1.0,female,0,0,0,41,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),70.25,2868.05,2.34
1042-hfucw,0.0,female,0,0,1,25,1,no,dsl,no,yes,no,yes,no,no,one year,1,credit card (automatic),54.75,1266.35,1.82
1043-uxovo,0.0,female,0,0,0,71,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),113.15,7993.3,3.77
1043-ycute,1.0,male,0,1,0,56,1,yes,no,no,no,no,no,no,no,two year,1,credit card (automatic),25.15,1327.15,0.84
1045-ltcyt,0.0,female,0,1,1,8,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),21.05,139.75,0.7
1047-nncbf,0.0,male,0,0,0,20,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,credit card (automatic),70.55,1493.55,2.35
1047-rnxzv,0.0,male,0,0,0,43,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.55,876.15,0.65
1049-fysyg,0.0,female,0,1,0,17,0,no,dsl,no,yes,yes,no,no,no,month-to-month,1,credit card (automatic),35.65,646.05,1.19
1051-eqpzr,0.0,female,0,1,1,44,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.6,780.25,0.65
1051-gejlj,0.0,female,0,0,0,2,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.5,27.55,0.65
1052-qjibv,0.0,female,0,1,1,71,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.9,1397.3,0.66
1053-mxttk,0.0,female,0,1,1,72,1,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),108.65,7726.35,3.62
1057-foglz,0.0,female,0,0,0,18,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.65,391.7,0.65
1060-entof,0.0,female,1,1,0,67,1,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,1,credit card (automatic),105.4,7035.6,3.51
1061-pnthc,0.0,female,0,1,1,56,1,yes,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,1,mailed check,109.6,5953.0,3.65
1062-lhzod,1.0,male,0,1,1,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,69.9,69.9,2.33
1063-dhqjf,0.0,male,0,1,1,69,1,no,fiber optic,no,yes,no,yes,yes,no,two year,1,mailed check,92.15,6480.9,3.07
1064-fbxnk,0.0,male,0,1,1,1,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),19.85,19.85,0.66
1066-jksgk,1.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.15,20.15,0.67
1069-qjoee,0.0,male,0,1,1,25,1,no,no,no,no,no,no,no,no,one year,0,electronic check,19.9,505.45,0.66
1069-xaiem,1.0,female,1,0,0,1,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,85.05,85.05,2.84
1073-xxczd,0.0,male,0,1,0,55,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),25.7,1443.65,0.86
1074-amioh,0.0,female,0,1,1,53,1,no,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,1,bank transfer (automatic),108.25,5935.1,3.61
1074-wvevg,0.0,female,0,1,0,59,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.35,1267.0,0.68
1075-bgwoh,1.0,male,1,1,0,16,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,98.75,1587.55,3.29
1077-huujm,0.0,female,0,0,1,7,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,71.05,472.65,2.37
1078-tdcrn,0.0,female,1,1,0,3,0,no,dsl,no,yes,no,no,no,no,month-to-month,1,electronic check,30.75,82.85,1.02
1080-bwsye,0.0,male,1,1,0,64,1,yes,no,no,no,no,no,no,no,two year,0,credit card (automatic),25.65,1740.8,0.86
1084-mnsmj,0.0,female,0,1,1,51,1,no,dsl,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),85.5,4421.95,2.85
1084-uqchv,1.0,male,0,0,1,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),69.75,69.75,2.33
1085-ldwam,0.0,female,0,1,1,69,1,no,no,no,no,no,no,no,no,one year,1,credit card (automatic),20.35,1442.65,0.68
1086-lxkfy,1.0,female,0,1,1,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,69.1,69.1,2.3
1087-gruyi,0.0,male,0,1,0,38,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),20.4,743.5,0.68
1087-udsih,1.0,female,0,0,0,3,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.6,59.75,0.65
1088-auuzz,0.0,male,0,1,1,56,1,yes,dsl,yes,yes,no,yes,no,yes,two year,1,credit card (automatic),75.85,4261.2,2.53
1088-cnnkb,0.0,male,0,1,0,63,1,yes,dsl,yes,yes,yes,yes,no,yes,one year,0,credit card (automatic),80.0,5040.2,2.67
1089-hdmkp,0.0,male,1,0,1,11,1,no,dsl,no,yes,no,yes,no,no,month-to-month,1,electronic check,54.55,601.25,1.82
1089-xzwhh,0.0,female,0,1,1,24,1,no,no,no,no,no,no,no,no,two year,1,mailed check,19.7,494.05,0.66
1090-eselr,0.0,male,0,1,1,72,1,no,fiber optic,yes,yes,no,yes,yes,yes,two year,0,bank transfer (automatic),105.5,7611.55,3.52
1090-pykci,0.0,female,0,1,1,69,1,yes,fiber optic,yes,yes,yes,yes,yes,no,one year,1,credit card (automatic),105.1,7234.8,3.5
1091-sozga,0.0,female,0,1,1,56,1,yes,fiber optic,no,no,yes,no,yes,yes,one year,1,credit card (automatic),99.8,5515.45,3.33
1092-ganhu,1.0,male,0,0,0,17,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,1,electronic check,76.65,1313.55,2.56
1092-wpivq,0.0,female,0,1,1,18,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,25.1,428.45,0.84
1093-yswca,0.0,male,0,0,0,11,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.55,223.15,0.65
1094-bkosx,0.0,female,0,1,1,45,0,no,dsl,no,yes,yes,yes,no,yes,one year,0,bank transfer (automatic),51.0,2264.5,1.7
1095-judtc,1.0,female,1,0,0,47,1,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,1,electronic check,95.05,4504.55,3.17
1095-wgngg,0.0,female,0,1,0,61,1,yes,fiber optic,no,yes,no,no,yes,yes,two year,1,bank transfer (automatic),101.05,5971.25,3.37
1096-adrux,0.0,female,0,1,1,66,1,yes,fiber optic,no,no,no,no,no,no,one year,1,bank transfer (automatic),74.25,4859.25,2.48
1097-fspvw,0.0,female,0,0,0,42,1,no,dsl,yes,no,yes,no,no,no,month-to-month,0,credit card (automatic),54.55,2455.05,1.82
1098-kfqec,0.0,female,0,1,1,55,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.4,1083.0,0.65
1098-tdvuq,0.0,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),19.25,19.25,0.64
1099-btkwt,0.0,female,0,1,0,68,0,no,dsl,yes,no,yes,no,yes,yes,one year,1,electronic check,54.4,3723.65,1.81
1099-godlo,0.0,female,0,1,1,1,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.35,20.35,0.68
1100-ddvrv,0.0,male,0,1,0,17,0,no,dsl,no,yes,no,no,yes,yes,month-to-month,1,mailed check,49.8,836.35,1.66
1101-sswag,0.0,female,0,1,0,15,1,yes,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,51.1,711.15,1.7
1104-fejam,0.0,male,0,1,1,28,1,yes,dsl,no,yes,no,no,no,yes,month-to-month,0,electronic check,64.4,1802.15,2.15
1104-tnlza,0.0,male,1,1,0,28,1,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,1,electronic check,105.8,2998.0,3.53
1106-hrlkz,0.0,male,0,1,1,40,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.6,808.95,0.65
1110-kylgq,0.0,female,0,0,0,63,1,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,0,credit card (automatic),108.25,6780.1,3.61
1112-cunao,1.0,female,1,0,0,15,1,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,0,electronic check,89.85,1424.95,2.99
1113-iujyx,1.0,female,0,1,0,14,1,no,fiber optic,yes,yes,no,yes,yes,yes,one year,0,mailed check,105.95,1348.9,3.53
1114-cenim,1.0,male,0,0,1,54,1,yes,dsl,no,yes,no,no,no,no,month-to-month,1,credit card (automatic),55.0,3092.65,1.83
1116-dxxdf,0.0,male,0,0,0,39,1,no,fiber optic,yes,no,yes,no,yes,yes,two year,1,electronic check,100.45,3801.7,3.35
1116-fryvh,0.0,female,0,1,1,48,0,no,dsl,yes,yes,no,yes,no,no,two year,0,mailed check,39.4,1978.65,1.31
1120-bmwub,1.0,female,0,0,0,16,1,no,dsl,no,yes,no,yes,no,no,month-to-month,1,mailed check,53.9,834.15,1.8
1121-qsivb,0.0,female,0,0,1,44,1,yes,dsl,no,yes,no,no,yes,yes,one year,1,mailed check,77.55,3471.1,2.58
1122-jwtjw,1.0,male,0,1,1,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,70.65,70.65,2.36
1122-yjbcs,0.0,male,0,1,0,69,1,no,dsl,yes,yes,no,no,no,no,one year,1,credit card (automatic),53.65,3804.4,1.79
1125-snvck,0.0,female,1,0,0,49,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,43.8,2106.05,1.46
1131-alzwv,0.0,female,0,0,0,24,1,yes,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),24.6,605.25,0.82
1131-qqzeb,0.0,male,1,1,0,71,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),23.95,1756.2,0.8
1131-suekt,0.0,male,0,1,1,61,1,no,fiber optic,no,yes,no,yes,yes,yes,one year,1,bank transfer (automatic),98.45,6145.2,3.28
1133-kxcge,0.0,female,0,0,0,18,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.1,407.05,0.67
1134-ywtyf,0.0,male,0,1,0,27,1,no,dsl,no,yes,no,yes,no,no,month-to-month,1,electronic check,53.8,1389.85,1.79
1135-hiori,0.0,female,0,1,1,64,1,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,1,electronic check,111.45,7266.95,3.72
1135-lmecx,0.0,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.85,19.85,0.66
1136-xgequ,0.0,female,0,1,1,50,1,yes,dsl,no,yes,yes,yes,yes,yes,one year,1,credit card (automatic),84.15,4164.4,2.8
1137-dgowi,0.0,female,0,1,0,30,1,no,dsl,no,yes,yes,yes,no,yes,one year,0,bank transfer (automatic),70.25,2198.9,2.34
1139-wuoah,0.0,male,0,0,0,57,0,no,dsl,no,no,yes,yes,yes,yes,two year,0,credit card (automatic),53.35,3090.05,1.78
1140-ukvzg,0.0,female,0,0,0,17,1,yes,no,no,no,no,no,no,no,month-to-month,0,mailed check,24.8,475.25,0.83
1142-ihloo,0.0,female,0,0,0,51,1,no,fiber optic,no,no,no,no,yes,yes,one year,0,credit card (automatic),87.55,4475.9,2.92
1142-waczw,1.0,male,0,0,0,2,0,no,dsl,no,no,no,yes,no,no,month-to-month,0,bank transfer (automatic),29.85,75.6,1.0
1143-nmnqj,1.0,female,0,0,0,2,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,85.7,169.8,2.86
1150-ftqgn,0.0,female,0,1,1,60,1,yes,fiber optic,yes,yes,no,no,yes,no,one year,0,bank transfer (automatic),94.15,5811.8,3.14
1150-wfarn,1.0,female,0,1,1,67,1,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,1,credit card (automatic),108.75,7156.2,3.62
1153-gnolc,0.0,male,0,0,0,33,0,no,dsl,no,yes,no,no,yes,no,one year,1,electronic check,39.1,1309.0,1.3
1154-hywwo,0.0,male,0,0,0,38,1,no,dsl,yes,yes,no,yes,yes,no,one year,0,mailed check,70.6,2708.2,2.35
1156-zfydo,0.0,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,19.75,19.75,0.66
1157-bqcuw,1.0,male,0,0,0,1,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.95,74.95,2.5
1159-wfsgr,0.0,female,0,1,1,16,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,20.4,321.4,0.68
1162-ecvii,0.0,male,1,1,0,72,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),109.75,7932.5,3.66
1163-onyey,0.0,male,0,1,1,41,1,yes,dsl,yes,yes,yes,no,yes,no,month-to-month,1,credit card (automatic),74.55,3023.55,2.48
1163-vipri,0.0,female,0,1,1,65,1,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,0,electronic check,109.3,7337.55,3.64
1166-pqlgg,0.0,female,0,1,1,72,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.55,1463.45,0.65
1167-oyzjf,0.0,female,1,1,0,67,1,no,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),20.05,1263.05,0.67
1169-saocl,0.0,male,0,0,0,49,1,yes,fiber optic,no,yes,no,yes,yes,yes,one year,1,bank transfer (automatic),106.65,5168.1,3.56
1169-wcvak,0.0,male,0,1,0,19,1,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,1,credit card (automatic),88.8,1672.35,2.96
1170-sasml,0.0,female,0,1,0,69,1,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,1,bank transfer (automatic),85.4,5869.4,2.85
1171-tykur,0.0,male,0,1,0,47,1,yes,no,no,no,no,no,no,no,month-to-month,0,electronic check,25.4,1139.2,0.85
1172-viybp,0.0,male,0,1,1,53,1,yes,dsl,yes,yes,no,no,no,yes,two year,0,bank transfer (automatic),69.7,3686.05,2.32
1173-noeyg,0.0,female,0,1,0,27,1,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,0,bank transfer (automatic),90.15,2423.4,3.01
1173-xzpyf,0.0,female,0,0,0,11,1,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,1,electronic check,89.2,990.3,2.97
1174-fgifn,0.0,female,0,1,1,28,1,yes,fiber optic,no,no,no,yes,no,yes,one year,1,electronic check,90.45,2509.25,3.02
1177-xzbjl,0.0,male,0,1,1,53,1,yes,dsl,yes,yes,no,yes,no,no,one year,0,bank transfer (automatic),64.15,3491.55,2.14
1178-pzgab,0.0,female,0,0,0,19,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),20.25,383.65,0.68
1179-inlat,0.0,male,0,0,0,3,1,no,no,no,no,no,no,no,no,one year,1,mailed check,19.45,69.25,0.65
1183-canvh,0.0,female,0,1,0,23,1,no,dsl,no,no,no,yes,yes,no,one year,0,bank transfer (automatic),60.0,1347.15,2.0
1184-pjvdb,1.0,male,0,1,0,10,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,79.95,857.2,2.66
1187-wilmm,0.0,male,0,1,1,63,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),89.4,5597.65,2.98
1193-rtslk,1.0,female,0,0,0,38,1,no,fiber optic,yes,yes,yes,no,no,no,month-to-month,1,credit card (automatic),83.9,3233.6,2.8
1194-bhjyc,0.0,male,0,1,0,61,0,no,dsl,yes,no,yes,yes,yes,yes,two year,1,mailed check,62.15,3778.85,2.07
1194-hvaif,0.0,female,0,1,0,27,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,0,credit card (automatic),95.0,2462.55,3.17
1194-spvsp,0.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),19.65,19.65,0.65
1195-oiyej,1.0,male,0,0,0,13,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,91.1,1135.7,3.04
1196-amora,1.0,male,0,0,0,7,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,73.6,520.0,2.45
1197-bvmvg,0.0,female,1,0,0,4,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.45,294.45,2.48
1200-tuzhr,0.0,female,1,0,0,8,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,0,electronic check,85.2,695.75,2.84
1202-kkgfu,0.0,female,0,1,0,12,1,no,dsl,yes,no,no,yes,no,no,month-to-month,0,bank transfer (automatic),54.2,690.5,1.81
1205-wnwpj,1.0,female,0,0,0,7,1,no,dsl,no,no,no,yes,yes,no,month-to-month,1,mailed check,59.5,415.95,1.98
1206-ehbdd,0.0,female,0,1,0,56,1,no,fiber optic,yes,no,yes,no,no,no,two year,0,bank transfer (automatic),80.3,4513.65,2.68
1207-blksa,0.0,female,0,1,1,52,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,23.05,1255.1,0.77
1208-dnhln,1.0,male,0,1,1,23,1,yes,dsl,no,no,no,no,no,no,one year,1,credit card (automatic),48.35,1067.15,1.61
1208-nbvfh,0.0,male,0,1,1,20,1,no,dsl,no,no,yes,no,no,no,month-to-month,1,electronic check,49.6,939.8,1.65
1209-vffoc,0.0,male,0,1,1,68,0,no,dsl,yes,yes,yes,yes,no,yes,two year,1,mailed check,56.4,3948.45,1.88
1212-glhmd,0.0,male,0,0,0,3,1,no,fiber optic,yes,no,no,no,no,yes,month-to-month,1,mailed check,86.05,244.85,2.87
1213-ngcun,1.0,female,0,0,0,6,1,no,dsl,no,no,no,yes,no,no,month-to-month,1,bank transfer (automatic),49.65,267.35,1.66
1215-exrmo,0.0,male,0,1,0,50,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.55,1067.65,0.68
1215-figmp,0.0,male,0,0,0,60,1,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,1,bank transfer (automatic),89.9,5450.7,3.0
1215-vfyvk,0.0,female,0,0,0,4,0,no,dsl,yes,no,yes,yes,no,yes,month-to-month,0,mailed check,48.25,202.25,1.61
1216-bgtsp,0.0,male,0,0,0,45,1,yes,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,1,credit card (automatic),108.45,4964.7,3.62
1216-jwvux,0.0,male,0,1,1,25,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,75.5,1901.05,2.52
1217-vaswc,0.0,male,1,1,0,43,1,no,fiber optic,no,yes,yes,no,yes,yes,one year,1,bank transfer (automatic),100.55,4304.0,3.35
1218-vkfpe,1.0,female,0,1,1,12,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.0,233.55,0.63
1219-nnddo,0.0,female,0,0,0,9,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,76.85,663.55,2.56
1221-ghzep,0.0,female,0,0,0,62,1,no,dsl,yes,no,no,yes,no,yes,two year,1,mailed check,65.1,3846.75,2.17
1222-kjnzd,0.0,male,0,1,1,40,1,no,no,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),20.4,745.3,0.68
1222-lryko,0.0,male,0,0,1,6,1,yes,no,no,no,no,no,no,no,month-to-month,0,mailed check,26.35,184.05,0.88
1223-unpks,0.0,male,0,1,1,20,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.05,400.0,0.67
1226-ienzn,0.0,male,1,0,0,16,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,78.75,1218.25,2.62
1226-jznkr,0.0,female,0,1,1,8,1,no,no,no,no,no,no,no,no,one year,0,electronic check,19.8,160.05,0.66
1226-udfzr,1.0,female,0,0,0,2,1,no,dsl,no,yes,no,no,no,no,month-to-month,1,mailed check,49.6,114.7,1.65
1227-udmzr,0.0,female,0,1,0,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),91.15,6637.9,3.04
1228-fzfrv,1.0,male,0,1,1,50,1,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,0,credit card (automatic),105.95,5341.8,3.53
1228-zlnbx,0.0,male,0,0,0,21,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,0,mailed check,75.3,1570.7,2.51
1229-rcalf,0.0,female,0,1,0,64,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,1,electronic check,115.0,7396.15,3.83
1230-qajdw,0.0,male,0,0,0,3,1,yes,dsl,no,no,no,yes,yes,no,month-to-month,1,mailed check,65.25,209.9,2.17
1231-yndek,0.0,male,0,0,0,58,1,no,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),19.15,1035.5,0.64
1236-wfcdv,1.0,male,1,0,0,14,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,0,credit card (automatic),90.45,1266.1,3.02
1237-wiyyz,0.0,female,0,0,0,18,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.55,389.25,0.65
1240-hcboh,0.0,female,0,0,0,67,1,yes,no,no,no,no,no,no,no,two year,1,mailed check,26.1,1759.55,0.87
1240-knsez,1.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.1,20.1,0.67
1241-ezfmj,0.0,male,0,1,0,61,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),25.45,1538.6,0.85
1241-fpmof,0.0,male,0,0,0,52,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.65,1025.05,0.65
1245-harps,0.0,female,0,1,0,14,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.4,292.4,0.68
1247-qbvsh,0.0,female,0,1,1,43,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,mailed check,50.2,2169.4,1.67
1248-dyxub,0.0,male,0,1,1,52,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,24.8,1229.1,0.83
1251-krreg,1.0,male,0,0,0,2,1,yes,dsl,no,yes,no,no,no,no,month-to-month,1,mailed check,54.4,114.1,1.81
1251-stysz,0.0,female,1,0,0,4,1,yes,fiber optic,yes,no,no,no,no,no,month-to-month,1,electronic check,80.25,303.7,2.68
1254-izeyf,1.0,female,1,0,0,31,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,99.95,3186.65,3.33
1257-sxuxq,0.0,male,0,1,1,5,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.45,86.05,0.65
1258-ymznm,0.0,female,1,0,0,27,1,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,1,bank transfer (automatic),110.5,2857.6,3.68
1260-ttrxi,1.0,male,0,0,0,4,1,no,dsl,no,no,no,no,no,yes,month-to-month,0,electronic check,54.3,195.3,1.81
1261-fwtte,0.0,male,1,0,0,23,0,no,dsl,no,no,no,no,no,yes,month-to-month,1,bank transfer (automatic),34.65,768.45,1.16
1262-opmfy,1.0,female,0,1,0,9,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,1,bank transfer (automatic),75.75,655.9,2.52
1264-bywms,1.0,male,0,0,0,55,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,96.8,5283.95,3.23
1264-fuhcx,0.0,female,0,1,0,49,0,no,dsl,no,yes,no,yes,yes,yes,one year,1,credit card (automatic),56.3,2780.6,1.88
1265-bcfeo,0.0,female,0,1,0,71,1,yes,dsl,no,no,yes,yes,yes,yes,two year,1,bank transfer (automatic),80.45,5662.25,2.68
1265-hvpzb,0.0,male,0,1,0,59,1,no,dsl,yes,yes,yes,no,yes,no,one year,0,credit card (automatic),66.4,3958.2,2.21
1265-xtecc,1.0,female,1,1,0,68,1,yes,fiber optic,yes,yes,no,no,no,yes,one year,1,credit card (automatic),96.55,6581.9,3.22
1265-zfosd,0.0,female,0,1,0,64,1,yes,dsl,yes,yes,yes,yes,no,yes,two year,1,mailed check,81.3,5129.3,2.71
1266-nzyui,0.0,female,0,1,1,72,1,yes,dsl,yes,no,yes,yes,no,no,two year,0,bank transfer (automatic),66.85,4758.8,2.23
1268-asbga,1.0,female,1,1,0,16,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,credit card (automatic),85.35,1375.15,2.84
1269-foywn,0.0,male,0,1,1,44,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),20.0,860.85,0.67
1270-xkucc,0.0,female,0,1,1,30,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.7,599.25,0.66
1271-sjbgz,1.0,male,1,0,0,12,0,no,dsl,no,no,yes,yes,no,yes,month-to-month,1,electronic check,43.65,526.95,1.45
1271-uodno,0.0,male,0,0,0,39,1,yes,dsl,no,no,no,yes,no,no,two year,1,credit card (automatic),53.85,2200.7,1.8
1272-ilhfg,0.0,male,0,1,1,15,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.65,332.65,0.65
1273-mteti,1.0,female,1,0,0,4,1,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,1,electronic check,88.85,372.45,2.96
